Pobreza binaria,POBREZA,,Ingresos,Nivel de Estudio alcanzado,Grupo de Edad,,4162
1,3,,"2,400.00",4,7,,
0,2,,"2,400.00",4,7,,
1,3,,"2,400.00",2,7,,
1,3,,"2,400.00",2,6,,
0,1,,"2,400.00",4,6,,
0,2,,"2,400.00",2,6,,
0,2,,"2,400.00",4,6,,
0,2,,"2,400.00",3,6,,
0,2,,"2,400.00",4,6,,
1,3,,"2,400.00",3,6,,
1,3,,"2,400.00",3,6,,
0,2,,"2,400.00",2,6,,
1,3,,"2,400.00",2,6,,
0,2,,"2,400.00",2,6,,
1,3,,"2,400.00",4,6,,
0,1,,"2,400.00",2,6,,
1,3,,"2,400.00",3,6,,
0,2,,"2,400.00",3,6,,
0,2,,"2,400.00",2,6,,
1,3,,"2,400.00",2,6,,
0,2,,"2,400.00",3,6,,
0,2,,"2,400.00",4,6,,
0,2,,"2,400.00",3,6,,
1,3,,"2,400.00",4,6,,
0,2,,"2,400.00",2,6,,
1,3,,"2,400.00",2,6,,
0,2,,"2,400.00",4,6,,
1,3,,"2,400.00",2,6,,
1,3,,"2,400.00",2,6,,
0,1,,"2,400.00",2,6,,
0,1,,"2,400.00",3,6,,
1,3,,"2,400.00",4,6,,
1,3,,"2,400.00",3,6,,
0,2,,"2,400.00",4,6,,
0,2,,"2,400.00",4,6,,
0,2,,"2,400.00",3,6,,
0,2,,"2,400.00",3,6,,
0,2,,"2,400.00",2,6,,
0,1,,"2,400.00",3,6,,
0,2,,"2,400.00",3,6,,
1,3,,"2,400.00",4,6,,
0,2,,"2,400.00",2,6,,
0,2,,"2,400.00",3,6,,
1,3,,"2,400.00",2,6,,
1,3,,"2,400.00",3,6,,
1,3,,"2,400.00",4,6,,
1,3,,"2,400.00",3,6,,
1,3,,"2,400.00",3,6,,
0,2,,"2,400.00",3,6,,
0,1,,"2,400.00",3,6,,
0,2,,"2,400.00",2,6,,
0,1,,"2,400.00",2,6,,
0,2,,"2,400.00",2,5,,
1,3,,"2,400.00",3,5,,
0,2,,"2,400.00",4,5,,
0,2,,"2,400.00",3,5,,
0,1,,"2,400.00",3,5,,
0,1,,"2,400.00",4,5,,
1,3,,"2,400.00",2,5,,
0,2,,"2,400.00",2,5,,
0,2,,"2,400.00",2,5,,
0,2,,"2,400.00",4,5,,
1,3,,"2,400.00",3,5,,
0,2,,"2,400.00",2,5,,
0,2,,"2,400.00",3,5,,
0,2,,"2,400.00",2,5,,
1,3,,"2,400.00",2,5,,
0,1,,"2,400.00",2,5,,
1,3,,"2,400.00",2,5,,
0,2,,"2,400.00",4,5,,
0,2,,"2,400.00",2,5,,
1,3,,"2,400.00",2,5,,
1,3,,"2,400.00",4,5,,
0,2,,"2,400.00",3,5,,
0,1,,"2,400.00",2,5,,
0,1,,"2,400.00",2,5,,
0,2,,"2,400.00",2,5,,
0,2,,"2,400.00",2,5,,
0,1,,"2,400.00",4,5,,
1,3,,"2,400.00",3,5,,
1,3,,"2,400.00",2,5,,
0,2,,"2,400.00",3,5,,
1,3,,"2,400.00",2,5,,
0,2,,"2,400.00",2,5,,
0,2,,"2,400.00",3,5,,
0,2,,"2,400.00",3,5,,
0,2,,"2,400.00",4,5,,
1,3,,"2,400.00",4,5,,
0,2,,"2,400.00",2,5,,
0,2,,"2,400.00",4,5,,
0,2,,"2,400.00",2,5,,
0,2,,"2,400.00",2,5,,
0,2,,"2,400.00",3,5,,
0,2,,"2,400.00",4,5,,
0,2,,"2,400.00",2,5,,
0,2,,"2,400.00",3,5,,
0,2,,"2,400.00",4,5,,
0,2,,"2,400.00",2,5,,
0,2,,"2,400.00",2,5,,
1,3,,"2,400.00",4,5,,
1,3,,"2,400.00",2,5,,
1,3,,"2,400.00",2,5,,
0,2,,"2,400.00",4,5,,
0,2,,"2,400.00",4,5,,
0,2,,"2,400.00",4,5,,
0,2,,"2,400.00",4,5,,
0,2,,"2,400.00",2,5,,
1,3,,"2,400.00",2,5,,
1,3,,"2,400.00",4,5,,
1,3,,"2,400.00",4,5,,
0,2,,"2,400.00",4,5,,
0,1,,"2,400.00",2,5,,
0,1,,"2,400.00",2,5,,
0,2,,"2,400.00",2,5,,
0,2,,"2,400.00",2,5,,
0,2,,"2,400.00",2,5,,
1,3,,"2,400.00",3,5,,
0,2,,"2,400.00",3,5,,
0,2,,"2,400.00",4,5,,
0,2,,"2,400.00",3,5,,
0,2,,"2,400.00",2,5,,
0,2,,"2,400.00",3,5,,
0,1,,"2,400.00",4,5,,
0,1,,"2,400.00",4,5,,
1,3,,"2,400.00",2,5,,
1,3,,"2,400.00",4,5,,
0,1,,"2,400.00",2,5,,
1,3,,"2,400.00",2,5,,
1,3,,"2,400.00",4,4,,
1,3,,"2,400.00",4,4,,
0,2,,"2,400.00",2,4,,
0,2,,"2,400.00",2,4,,
0,2,,"2,400.00",3,4,,
0,2,,"2,400.00",2,4,,
0,2,,"2,400.00",2,4,,
1,3,,"2,400.00",2,4,,
0,2,,"2,400.00",3,4,,
1,3,,"2,400.00",4,4,,
0,2,,"2,400.00",3,4,,
1,3,,"2,400.00",3,4,,
0,1,,"2,400.00",2,4,,
0,2,,"2,400.00",2,4,,
0,1,,"2,400.00",3,4,,
0,2,,"2,400.00",2,4,,
0,2,,"2,400.00",3,4,,
0,1,,"2,400.00",2,4,,
1,3,,"2,400.00",2,4,,
1,3,,"2,400.00",3,4,,
0,2,,"2,400.00",2,4,,
1,3,,"2,400.00",2,4,,
0,1,,"2,400.00",2,4,,
0,2,,"2,400.00",3,4,,
0,2,,"2,400.00",3,4,,
0,1,,"2,400.00",2,4,,
1,3,,"2,400.00",2,4,,
0,2,,"2,400.00",4,4,,
0,2,,"2,400.00",4,4,,
0,2,,"2,400.00",4,4,,
0,1,,"2,400.00",2,4,,
0,1,,"2,400.00",3,4,,
0,2,,"2,400.00",2,4,,
0,2,,"2,400.00",3,4,,
1,3,,"2,400.00",2,4,,
1,3,,"2,400.00",3,4,,
0,2,,"2,400.00",2,3,,
1,3,,"2,400.00",2,3,,
0,2,,"2,380.00",3,5,,
0,1,,"2,375.00",2,7,,
1,3,,"2,360.00",4,8,,
1,3,,"2,350.00",3,6,,
1,3,,"2,350.00",4,6,,
0,2,,"2,318.00",2,10,,
1,3,,"2,300.00",3,11,,
1,3,,"2,300.00",5,10,,
1,3,,"2,300.00",4,9,,
1,3,,"2,300.00",5,8,,
1,3,,"2,300.00",2,8,,
0,2,,"2,300.00",4,7,,
1,3,,"2,300.00",2,7,,
1,3,,"2,300.00",4,7,,
1,3,,"2,300.00",3,7,,
0,2,,"2,300.00",4,7,,
1,3,,"2,300.00",3,6,,
0,2,,"2,300.00",3,6,,
0,2,,"2,300.00",2,6,,
0,1,,"2,300.00",2,6,,
0,2,,"2,300.00",2,6,,
0,2,,"2,300.00",2,6,,
0,2,,"2,300.00",3,6,,
0,2,,"2,300.00",2,6,,
0,2,,"2,300.00",4,6,,
1,3,,"2,300.00",3,5,,
0,2,,"2,300.00",3,5,,
1,3,,"2,300.00",3,5,,
1,3,,"2,300.00",5,5,,
0,2,,"2,300.00",4,5,,
0,2,,"2,300.00",2,5,,
1,3,,"2,300.00",5,5,,
1,3,,"2,300.00",4,4,,
0,2,,"2,300.00",3,4,,
0,2,,"2,280.00",4,5,,
1,3,,"2,280.00",4,4,,
0,2,,"2,280.00",2,4,,
0,1,,"2,275.00",3,5,,
1,3,,"2,275.00",3,4,,
1,3,,"2,250.00",4,15,,
1,3,,"2,250.00",2,15,,
1,3,,"2,250.00",3,14,,
1,3,,"2,250.00",2,11,,
1,3,,"2,250.00",2,11,,
1,3,,"2,250.00",2,10,,
1,3,,"2,250.00",4,9,,
0,2,,"2,250.00",3,9,,
1,3,,"2,250.00",4,9,,
0,2,,"2,250.00",2,9,,
1,3,,"2,250.00",2,9,,
0,1,,"2,250.00",2,8,,
1,3,,"2,250.00",2,8,,
1,3,,"2,250.00",3,7,,
1,3,,"2,250.00",2,7,,
1,3,,"2,250.00",4,7,,
1,3,,"2,250.00",3,7,,
0,1,,"2,250.00",4,7,,
0,1,,"2,250.00",2,6,,
0,2,,"2,250.00",3,6,,
0,2,,"2,250.00",3,6,,
0,2,,"2,250.00",2,6,,
1,3,,"2,250.00",3,5,,
0,1,,"2,250.00",2,5,,
0,2,,"2,250.00",3,5,,
1,3,,"2,250.00",4,5,,
0,2,,"2,250.00",2,4,,
0,2,,"2,250.00",4,4,,
1,3,,"2,250.00",2,4,,
0,2,,"2,250.00",2,3,,
1,3,,"2,240.00",3,6,,
0,1,,"2,240.00",3,5,,
1,3,,"2,240.00",2,4,,
0,2,,"2,240.00",3,4,,
1,3,,"2,225.00",2,10,,
0,1,,"2,225.00",2,6,,
1,3,,"2,225.00",2,5,,
0,2,,"2,215.00",2,6,,
0,2,,"2,200.00",2,15,,
1,3,,"2,200.00",3,15,,
1,3,,"2,200.00",2,14,,
1,3,,"2,200.00",4,14,,
0,2,,"2,200.00",2,13,,
0,2,,"2,200.00",2,12,,
1,3,,"2,200.00",4,11,,
0,2,,"2,200.00",2,11,,
1,3,,"2,200.00",5,11,,
1,3,,"2,200.00",5,11,,
0,2,,"2,200.00",4,9,,
0,2,,"2,200.00",2,9,,
0,2,,"2,200.00",2,8,,
1,3,,"2,200.00",4,8,,
1,3,,"2,200.00",5,8,,
1,3,,"2,200.00",2,8,,
1,3,,"2,200.00",4,8,,
0,2,,"2,200.00",4,8,,
1,3,,"2,200.00",2,7,,
1,3,,"2,200.00",3,7,,
1,3,,"2,200.00",4,7,,
1,3,,"2,200.00",4,7,,
0,2,,"2,200.00",4,7,,
1,3,,"2,200.00",2,6,,
0,2,,"2,200.00",4,6,,
1,3,,"2,200.00",4,6,,
0,2,,"2,200.00",3,6,,
0,2,,"2,200.00",2,6,,
0,2,,"2,200.00",2,6,,
1,3,,"2,200.00",2,6,,
1,3,,"2,200.00",4,6,,
1,3,,"2,200.00",3,6,,
0,2,,"2,200.00",2,6,,
0,1,,"2,200.00",2,6,,
0,2,,"2,200.00",4,6,,
0,2,,"2,200.00",3,6,,
0,1,,"2,200.00",2,6,,
0,2,,"2,200.00",3,5,,
0,2,,"2,200.00",4,5,,
1,3,,"2,200.00",4,5,,
1,3,,"2,200.00",4,5,,
0,2,,"2,200.00",4,5,,
1,3,,"2,200.00",4,5,,
1,3,,"2,200.00",2,5,,
0,2,,"2,200.00",4,5,,
1,3,,"2,200.00",2,4,,
1,3,,"2,200.00",3,4,,
1,3,,"2,200.00",3,4,,
0,2,,"2,160.00",2,13,,
1,3,,"2,160.00",2,11,,
1,3,,"2,160.00",4,11,,
1,3,,"2,160.00",3,10,,
0,2,,"2,160.00",2,10,,
0,2,,"2,160.00",4,10,,
0,2,,"2,160.00",2,9,,
0,2,,"2,160.00",2,8,,
1,3,,"2,160.00",4,7,,
1,3,,"2,160.00",4,7,,
0,2,,"2,160.00",2,6,,
1,3,,"2,160.00",4,5,,
1,3,,"2,160.00",3,5,,
1,3,,"2,160.00",2,5,,
0,2,,"2,160.00",4,5,,
0,2,,"2,160.00",4,5,,
1,3,,"2,160.00",4,4,,
1,3,,"2,160.00",3,4,,
0,2,,"2,140.00",2,8,,
1,3,,"2,125.00",5,7,,
1,3,,"2,125.00",5,6,,
0,1,,"2,125.00",2,3,,
1,3,,"2,125.00",2,3,,
1,3,,"2,120.00",5,11,,
0,2,,"2,120.00",2,5,,
1,3,,"2,100.00",2,11,,
1,3,,"2,100.00",2,8,,
0,2,,"2,100.00",4,8,,
0,2,,"2,100.00",2,8,,
0,2,,"2,100.00",4,7,,
1,3,,"2,100.00",4,7,,
0,2,,"2,100.00",4,6,,
0,2,,"2,100.00",3,6,,
0,1,,"2,100.00",2,6,,
0,2,,"2,100.00",2,6,,
1,3,,"2,100.00",2,6,,
0,2,,"2,100.00",3,5,,
0,1,,"2,100.00",2,5,,
0,1,,"2,100.00",3,5,,
1,3,,"2,100.00",3,5,,
1,3,,"2,100.00",4,5,,
0,2,,"2,100.00",2,5,,
0,2,,"2,100.00",2,5,,
1,3,,"2,100.00",2,4,,
0,2,,"2,100.00",2,4,,
0,2,,"2,100.00",2,4,,
1,3,,"2,100.00",3,4,,
0,1,,"2,100.00",2,4,,
1,3,,"2,083.00",2,11,,
0,2,,"2,080.00",2,8,,
0,2,,"2,066.00",2,11,,
1,3,,"2,060.00",2,7,,
0,1,,"2,050.00",4,7,,
1,3,,"2,040.00",2,11,,
1,3,,"2,040.00",2,11,,
1,3,,"2,040.00",2,7,,
0,1,,"2,025.00",3,12,,
0,2,,"2,025.00",4,9,,
1,3,,"2,010.00",3,5,,
1,3,,"2,000.00",5,16,,
1,3,,"2,000.00",2,15,,
0,2,,"2,000.00",2,15,,
1,3,,"2,000.00",2,15,,
1,3,,"2,000.00",4,15,,
0,2,,"2,000.00",2,15,,
1,3,,"2,000.00",4,14,,
1,3,,"2,000.00",2,14,,
1,3,,"2,000.00",4,14,,
0,2,,"2,000.00",2,14,,
1,3,,"2,000.00",3,14,,
1,3,,"2,000.00",4,14,,
1,3,,"2,000.00",5,14,,
1,3,,"2,000.00",5,14,,
0,2,,"2,000.00",3,14,,
1,3,,"2,000.00",2,14,,
0,2,,"2,000.00",2,14,,
1,3,,"2,000.00",2,13,,
1,3,,"2,000.00",2,13,,
0,2,,"2,000.00",2,13,,
0,2,,"2,000.00",2,13,,
1,3,,"2,000.00",4,13,,
1,3,,"2,000.00",2,13,,
1,3,,"2,000.00",3,13,,
1,3,,"2,000.00",4,13,,
1,3,,"2,000.00",2,13,,
1,3,,"2,000.00",2,13,,
1,3,,"2,000.00",2,13,,
1,3,,"2,000.00",2,13,,
0,2,,"2,000.00",2,12,,
1,3,,"2,000.00",3,12,,
1,3,,"2,000.00",3,12,,
0,1,,"2,000.00",2,12,,
1,3,,"2,000.00",2,12,,
1,3,,"2,000.00",4,12,,
1,3,,"2,000.00",4,12,,
1,3,,"2,000.00",2,12,,
0,2,,"2,000.00",3,12,,
0,2,,"2,000.00",2,12,,
0,1,,"2,000.00",2,12,,
1,3,,"2,000.00",4,12,,
1,3,,"2,000.00",3,12,,
1,3,,"2,000.00",2,12,,
1,3,,"2,000.00",2,12,,
1,3,,"2,000.00",2,12,,
1,3,,"2,000.00",2,12,,
1,3,,"2,000.00",4,12,,
1,3,,"2,000.00",2,12,,
1,3,,"2,000.00",4,12,,
1,3,,"2,000.00",2,12,,
1,3,,"2,000.00",4,12,,
1,3,,"2,000.00",2,12,,
0,2,,"2,000.00",2,12,,
1,3,,"2,000.00",2,12,,
1,3,,"2,000.00",2,12,,
1,3,,"2,000.00",2,12,,
1,3,,"2,000.00",4,11,,
1,3,,"2,000.00",3,11,,
0,2,,"2,000.00",2,11,,
1,3,,"2,000.00",3,11,,
1,3,,"2,000.00",3,11,,
1,3,,"2,000.00",3,11,,
1,3,,"2,000.00",2,11,,
0,2,,"2,000.00",5,11,,
1,3,,"2,000.00",2,11,,
1,3,,"2,000.00",3,11,,
1,3,,"2,000.00",4,11,,
0,2,,"2,000.00",2,11,,
0,1,,"2,000.00",2,11,,
0,2,,"2,000.00",2,11,,
1,3,,"2,000.00",3,11,,
1,3,,"2,000.00",2,11,,
1,3,,"2,000.00",3,11,,
0,2,,"2,000.00",4,11,,
1,3,,"2,000.00",2,11,,
1,3,,"2,000.00",4,11,,
1,3,,"2,000.00",4,11,,
0,2,,"2,000.00",2,11,,
1,3,,"2,000.00",4,11,,
1,3,,"2,000.00",2,11,,
1,3,,"2,000.00",3,11,,
1,3,,"2,000.00",3,10,,
1,3,,"2,000.00",2,10,,
1,3,,"2,000.00",2,10,,
0,2,,"2,000.00",4,10,,
1,3,,"2,000.00",2,10,,
1,3,,"2,000.00",4,10,,
1,3,,"2,000.00",5,10,,
1,3,,"2,000.00",5,10,,
1,3,,"2,000.00",2,10,,
1,3,,"2,000.00",2,10,,
0,2,,"2,000.00",3,10,,
1,3,,"2,000.00",5,10,,
0,2,,"2,000.00",2,10,,
0,1,,"2,000.00",3,10,,
0,1,,"2,000.00",2,10,,
1,3,,"2,000.00",2,10,,
1,3,,"2,000.00",5,10,,
0,2,,"2,000.00",2,10,,
1,3,,"2,000.00",4,10,,
1,3,,"2,000.00",2,10,,
1,3,,"2,000.00",2,10,,
1,3,,"2,000.00",2,10,,
1,3,,"2,000.00",2,10,,
1,3,,"2,000.00",2,10,,
0,2,,"2,000.00",2,10,,
1,3,,"2,000.00",4,10,,
0,1,,"2,000.00",2,10,,
0,2,,"2,000.00",3,10,,
1,3,,"2,000.00",2,10,,
1,3,,"2,000.00",4,10,,
0,2,,"2,000.00",2,10,,
0,2,,"2,000.00",3,10,,
1,3,,"2,000.00",2,10,,
0,2,,"2,000.00",2,10,,
0,2,,"2,000.00",2,10,,
0,2,,"2,000.00",4,10,,
0,2,,"2,000.00",2,10,,
1,3,,"2,000.00",4,10,,
1,3,,"2,000.00",2,10,,
0,2,,"2,000.00",2,10,,
0,2,,"2,000.00",5,10,,
1,3,,"2,000.00",2,10,,
1,3,,"2,000.00",2,10,,
0,2,,"2,000.00",3,10,,
0,2,,"2,000.00",2,10,,
1,3,,"2,000.00",4,10,,
1,3,,"2,000.00",2,10,,
1,3,,"2,000.00",3,10,,
1,3,,"2,000.00",2,10,,
1,3,,"2,000.00",4,10,,
0,2,,"2,000.00",5,10,,
0,2,,"2,000.00",2,10,,
1,3,,"2,000.00",4,9,,
1,3,,"2,000.00",3,9,,
1,3,,"2,000.00",2,9,,
1,3,,"2,000.00",2,9,,
0,2,,"2,000.00",4,9,,
0,2,,"2,000.00",2,9,,
0,2,,"2,000.00",2,9,,
1,3,,"2,000.00",2,9,,
1,3,,"2,000.00",2,9,,
1,3,,"2,000.00",4,9,,
0,2,,"2,000.00",2,9,,
0,1,,"2,000.00",3,9,,
1,3,,"2,000.00",2,9,,
1,3,,"2,000.00",4,9,,
1,3,,"2,000.00",3,9,,
1,3,,"2,000.00",4,9,,
0,2,,"2,000.00",2,9,,
0,2,,"2,000.00",4,9,,
1,3,,"2,000.00",4,9,,
0,2,,"2,000.00",2,9,,
1,3,,"2,000.00",4,9,,
1,3,,"2,000.00",2,9,,
1,3,,"2,000.00",4,9,,
0,2,,"2,000.00",2,9,,
1,3,,"2,000.00",2,9,,
1,3,,"2,000.00",4,9,,
1,3,,"2,000.00",2,9,,
0,2,,"2,000.00",2,9,,
0,2,,"2,000.00",2,9,,
1,3,,"2,000.00",2,9,,
0,2,,"2,000.00",4,9,,
0,2,,"2,000.00",2,9,,
0,2,,"2,000.00",2,9,,
1,3,,"2,000.00",4,9,,
1,3,,"2,000.00",3,9,,
0,2,,"2,000.00",2,9,,
1,3,,"2,000.00",2,9,,
1,3,,"2,000.00",4,9,,
1,3,,"2,000.00",4,9,,
0,2,,"2,000.00",2,9,,
1,3,,"2,000.00",2,9,,
0,2,,"2,000.00",3,9,,
0,2,,"2,000.00",2,9,,
0,2,,"2,000.00",4,9,,
0,2,,"2,000.00",3,9,,
1,3,,"2,000.00",5,9,,
0,2,,"2,000.00",4,9,,
0,2,,"2,000.00",2,9,,
1,3,,"2,000.00",4,9,,
1,3,,"2,000.00",2,9,,
1,3,,"2,000.00",2,9,,
1,3,,"2,000.00",4,9,,
1,3,,"2,000.00",2,9,,
1,3,,"2,000.00",2,9,,
1,3,,"2,000.00",4,9,,
1,3,,"2,000.00",4,9,,
1,3,,"2,000.00",4,9,,
1,3,,"2,000.00",4,9,,
0,2,,"2,000.00",4,9,,
1,3,,"2,000.00",5,9,,
1,3,,"2,000.00",2,9,,
0,2,,"2,000.00",4,9,,
0,2,,"2,000.00",4,8,,
1,3,,"2,000.00",4,8,,
1,3,,"2,000.00",4,8,,
1,3,,"2,000.00",5,8,,
0,2,,"2,000.00",3,8,,
1,3,,"2,000.00",2,8,,
0,2,,"2,000.00",2,8,,
0,2,,"2,000.00",4,8,,
1,3,,"2,000.00",3,8,,
0,1,,"2,000.00",4,8,,
0,2,,"2,000.00",2,8,,
0,2,,"2,000.00",4,8,,
1,3,,"2,000.00",4,8,,
1,3,,"2,000.00",2,8,,
1,3,,"2,000.00",4,8,,
1,3,,"2,000.00",4,8,,
1,3,,"2,000.00",2,8,,
1,3,,"2,000.00",3,8,,
0,2,,"2,000.00",2,8,,
0,2,,"2,000.00",2,8,,
1,3,,"2,000.00",4,8,,
0,2,,"2,000.00",2,8,,
0,1,,"2,000.00",2,8,,
0,2,,"2,000.00",3,8,,
1,3,,"2,000.00",2,8,,
1,3,,"2,000.00",2,8,,
0,2,,"2,000.00",3,8,,
0,2,,"2,000.00",3,8,,
1,3,,"2,000.00",4,8,,
1,3,,"2,000.00",3,8,,
1,3,,"2,000.00",2,8,,
0,2,,"2,000.00",4,8,,
0,2,,"2,000.00",2,8,,
0,2,,"2,000.00",4,8,,
1,3,,"2,000.00",2,8,,
1,3,,"2,000.00",4,8,,
1,3,,"2,000.00",4,8,,
1,3,,"2,000.00",3,8,,
0,2,,"2,000.00",2,8,,
0,1,,"2,000.00",2,8,,
0,2,,"2,000.00",4,8,,
0,1,,"2,000.00",4,8,,
1,3,,"2,000.00",4,8,,
0,2,,"2,000.00",2,8,,
0,2,,"2,000.00",4,8,,
0,2,,"2,000.00",3,8,,
1,3,,"2,000.00",3,8,,
1,3,,"2,000.00",4,8,,
1,3,,"2,000.00",4,8,,
1,3,,"2,000.00",3,8,,
1,3,,"2,000.00",4,8,,
1,3,,"2,000.00",2,8,,
1,3,,"2,000.00",2,8,,
0,2,,"2,000.00",2,8,,
1,3,,"2,000.00",2,8,,
1,3,,"2,000.00",4,8,,
0,2,,"2,000.00",2,8,,
1,3,,"2,000.00",4,8,,
0,2,,"2,000.00",2,8,,
1,3,,"2,000.00",2,8,,
1,3,,"2,000.00",4,8,,
1,3,,"2,000.00",2,8,,
0,2,,"2,000.00",2,8,,
0,1,,"2,000.00",2,8,,
1,3,,"2,000.00",4,8,,
1,3,,"2,000.00",4,8,,
0,2,,"2,000.00",2,8,,
0,2,,"2,000.00",2,8,,
1,3,,"2,000.00",3,8,,
0,2,,"2,000.00",3,7,,
1,3,,"2,000.00",3,7,,
1,3,,"2,000.00",2,7,,
1,3,,"2,000.00",3,7,,
0,2,,"2,000.00",2,7,,
1,3,,"2,000.00",3,7,,
1,3,,"2,000.00",2,7,,
1,3,,"2,000.00",2,7,,
1,3,,"2,000.00",2,7,,
1,3,,"2,000.00",4,7,,
0,2,,"2,000.00",2,7,,
1,3,,"2,000.00",2,7,,
1,3,,"2,000.00",4,7,,
0,2,,"2,000.00",2,7,,
0,2,,"2,000.00",3,7,,
0,2,,"2,000.00",4,7,,
0,2,,"2,000.00",2,7,,
0,2,,"2,000.00",3,7,,
1,3,,"2,000.00",4,7,,
0,2,,"2,000.00",2,7,,
0,2,,"2,000.00",4,7,,
0,2,,"2,000.00",4,7,,
0,2,,"2,000.00",2,7,,
1,3,,"2,000.00",3,7,,
0,1,,"2,000.00",2,7,,
1,3,,"2,000.00",4,7,,
1,3,,"2,000.00",2,7,,
1,3,,"2,000.00",5,7,,
0,2,,"2,000.00",4,7,,
1,3,,"2,000.00",2,7,,
0,2,,"2,000.00",4,7,,
0,2,,"2,000.00",4,7,,
1,3,,"2,000.00",4,7,,
1,3,,"2,000.00",4,7,,
1,3,,"2,000.00",4,7,,
0,2,,"2,000.00",3,7,,
0,2,,"2,000.00",2,7,,
0,2,,"2,000.00",2,7,,
1,3,,"2,000.00",2,7,,
1,3,,"2,000.00",2,7,,
1,3,,"2,000.00",4,7,,
1,3,,"2,000.00",4,7,,
1,3,,"2,000.00",4,7,,
1,3,,"2,000.00",3,7,,
1,3,,"2,000.00",4,7,,
0,2,,"2,000.00",2,7,,
0,1,,"2,000.00",2,7,,
1,3,,"2,000.00",4,7,,
0,2,,"2,000.00",2,7,,
0,2,,"2,000.00",2,7,,
1,3,,"2,000.00",4,7,,
1,3,,"2,000.00",2,7,,
1,3,,"2,000.00",4,7,,
1,3,,"2,000.00",3,7,,
1,3,,"2,000.00",2,7,,
1,3,,"2,000.00",2,7,,
0,2,,"2,000.00",3,7,,
1,3,,"2,000.00",2,7,,
0,2,,"2,000.00",2,7,,
0,2,,"2,000.00",4,7,,
0,2,,"2,000.00",5,7,,
0,2,,"2,000.00",4,7,,
1,3,,"2,000.00",4,7,,
1,3,,"2,000.00",4,7,,
1,3,,"2,000.00",5,7,,
0,2,,"2,000.00",3,7,,
1,3,,"2,000.00",3,7,,
0,2,,"2,000.00",3,7,,
1,3,,"2,000.00",4,7,,
1,3,,"2,000.00",4,7,,
1,3,,"2,000.00",2,7,,
1,3,,"2,000.00",4,7,,
1,3,,"2,000.00",4,7,,
1,3,,"2,000.00",2,7,,
0,2,,"2,000.00",5,7,,
0,2,,"2,000.00",4,7,,
0,2,,"2,000.00",4,7,,
1,3,,"2,000.00",3,7,,
1,3,,"2,000.00",2,7,,
1,3,,"2,000.00",4,7,,
1,3,,"2,000.00",3,7,,
0,2,,"2,000.00",3,7,,
0,1,,"2,000.00",4,7,,
1,3,,"2,000.00",4,7,,
0,2,,"2,000.00",2,7,,
1,3,,"2,000.00",3,7,,
0,1,,"2,000.00",2,7,,
1,3,,"2,000.00",4,7,,
0,2,,"2,000.00",3,7,,
0,1,,"2,000.00",4,7,,
0,1,,"2,000.00",2,7,,
1,3,,"2,000.00",4,7,,
1,3,,"2,000.00",4,7,,
0,2,,"2,000.00",4,6,,
1,3,,"2,000.00",2,6,,
1,3,,"2,000.00",4,6,,
0,2,,"2,000.00",4,6,,
1,3,,"2,000.00",4,6,,
0,2,,"2,000.00",2,6,,
0,2,,"2,000.00",3,6,,
1,3,,"2,000.00",4,6,,
0,2,,"2,000.00",4,6,,
0,2,,"2,000.00",4,6,,
1,3,,"2,000.00",4,6,,
0,2,,"2,000.00",4,6,,
1,3,,"2,000.00",3,6,,
1,3,,"2,000.00",4,6,,
1,3,,"2,000.00",4,6,,
0,2,,"2,000.00",4,6,,
0,2,,"2,000.00",5,6,,
0,2,,"2,000.00",4,6,,
1,3,,"2,000.00",3,6,,
1,3,,"2,000.00",3,6,,
0,1,,"2,000.00",4,6,,
1,3,,"2,000.00",4,6,,
1,3,,"2,000.00",4,6,,
1,3,,"2,000.00",5,6,,
0,2,,"2,000.00",2,6,,
1,3,,"2,000.00",4,6,,
0,2,,"2,000.00",2,6,,
0,2,,"2,000.00",4,6,,
1,3,,"2,000.00",4,6,,
1,3,,"2,000.00",3,6,,
0,2,,"2,000.00",4,6,,
1,3,,"2,000.00",4,6,,
1,3,,"2,000.00",3,6,,
0,2,,"2,000.00",4,6,,
0,2,,"2,000.00",4,6,,
0,2,,"2,000.00",2,6,,
0,2,,"2,000.00",4,6,,
0,2,,"2,000.00",2,6,,
0,2,,"2,000.00",2,6,,
1,3,,"2,000.00",6,6,,
1,3,,"2,000.00",4,6,,
1,3,,"2,000.00",3,6,,
0,2,,"2,000.00",2,6,,
1,3,,"2,000.00",4,6,,
0,1,,"2,000.00",2,6,,
0,2,,"2,000.00",4,6,,
1,3,,"2,000.00",4,6,,
0,2,,"2,000.00",2,6,,
0,2,,"2,000.00",2,6,,
1,3,,"2,000.00",2,6,,
0,2,,"2,000.00",4,6,,
1,3,,"2,000.00",5,6,,
0,2,,"2,000.00",3,6,,
1,3,,"2,000.00",4,6,,
0,2,,"2,000.00",2,6,,
0,2,,"2,000.00",3,6,,
1,3,,"2,000.00",4,6,,
0,2,,"2,000.00",2,6,,
0,1,,"2,000.00",3,6,,
1,3,,"2,000.00",4,6,,
0,2,,"2,000.00",4,6,,
1,3,,"2,000.00",4,6,,
0,2,,"2,000.00",2,6,,
1,3,,"2,000.00",3,6,,
1,3,,"2,000.00",2,6,,
1,3,,"2,000.00",2,6,,
1,3,,"2,000.00",4,6,,
0,2,,"2,000.00",4,6,,
